speed_f,yaw_rate_f,longitude_acc_f,lateral_acc_f,X_f,Y_f,PHI_f
2.11496,-0.317324,0.000990727,-0.345137,334.263,242.42,2.61969
2.12448,-0.322539,-0.00338998,-0.347035,334.235,242.438,2.61077
2.13007,-0.325601,-0.00582143,-0.348122,334.195,242.462,2.60121
2.13937,-0.330742,-0.00400001,-0.349817,334.166,242.481,2.59211
2.15092,-0.336149,-0.00196531,-0.3515,334.139,242.498,2.58295
2.15941,-0.339874,-0.000564257,-0.352582,334.105,242.521,2.57358
2.16952,-0.344291,0.00101534,-0.353873,334.074,242.542,2.56431
2.17815,-0.348223,0.00228612,-0.354918,334.041,242.564,2.5549
2.18782,-0.352266,0.00363976,-0.355919,334.01,242.586,2.54556
2.19896,-0.356186,0.00514349,-0.356921,333.978,242.609,2.53621
2.20706,-0.358937,0.0061811,-0.357549,333.939,242.637,2.52617
2.22108,-0.363938,0.00785845,-0.358884,333.914,242.656,2.51699
2.22992,-0.367197,0.00880585,-0.359778,333.88,242.681,2.50742
2.2413,-0.370956,0.0100173,-0.360834,333.85,242.705,2.49809
2.25258,-0.374313,0.0111917,-0.361902,333.819,242.729,2.48861
2.26401,-0.377651,0.0123095,-0.362997,333.787,242.754,2.47916
2.27391,-0.380664,0.013192,-0.363991,333.754,242.782,2.46949
2.28542,-0.38383,0.0142332,-0.365175,333.723,242.808,2.45992
2.29748,-0.387307,0.0152086,-0.36651,333.694,242.833,2.45054
2.30803,-0.390311,0.0159948,-0.367688,333.662,242.86,2.44093
2.31869,-0.393002,0.0168193,-0.368768,333.629,242.89,2.4311
2.32985,-0.395937,0.0175933,-0.369967,333.598,242.918,2.42149
2.34095,-0.398958,0.0182564,-0.371244,333.568,242.946,2.41202
2.35127,-0.401559,0.0188713,-0.372376,333.536,242.976,2.40228
2.36329,-0.404216,0.0196415,-0.373601,333.506,243.005,2.39277
2.37419,-0.406685,0.0202366,-0.374775,333.475,243.035,2.38316
2.38393,-0.408759,0.0207339,-0.375812,333.442,243.068,2.37323
2.39509,-0.410959,0.0213274,-0.376957,333.411,243.1,2.3636
2.40749,-0.4132,0.0219872,-0.378314,333.381,243.13,2.35424
2.4164,-0.414893,0.0223321,-0.379361,333.347,243.166,2.34408
2.43318,-0.417578,0.0232335,-0.380981,333.323,243.193,2.33538
2.44376,-0.419473,0.0235481,-0.382174,333.293,243.226,2.32595
2.45413,-0.421229,0.0238904,-0.38329,333.262,243.26,2.31629
2.46584,-0.423097,0.0243073,-0.384514,333.233,243.293,2.30693
2.47722,-0.424796,0.0247295,-0.385662,333.203,243.328,2.29737
2.48836,-0.426459,0.0251069,-0.386795,333.174,243.364,2.28774
2.50069,-0.428087,0.0256081,-0.387837,333.145,243.399,2.27823
2.51248,-0.429725,0.0259786,-0.388896,333.116,243.435,2.26875
2.5235,-0.431188,0.0262879,-0.389789,333.086,243.472,2.25908
2.53516,-0.432546,0.0267078,-0.390659,333.057,243.51,2.24933
2.54985,-0.434128,0.0325646,-0.391568,333.03,243.546,2.24012
2.56212,-0.435438,0.0372914,-0.392362,333.001,243.584,2.23049
2.57614,-0.43681,0.0422419,-0.393222,332.975,243.622,2.22114
2.58923,-0.43795,0.0465254,-0.393899,332.946,243.662,2.21146
2.60168,-0.439022,0.0504862,-0.394455,332.917,243.703,2.20177
2.61609,-0.440239,0.0549341,-0.395131,332.892,243.74,2.19281
2.62987,-0.441174,0.05863,-0.395685,332.865,243.781,2.18315
2.64571,-0.442089,0.0674156,-0.396285,332.838,243.821,2.17384
2.66028,-0.442879,0.0753025,-0.396983,332.812,243.863,2.16444
2.67491,-0.443628,0.0831446,-0.397733,332.786,243.904,2.15536
2.68991,-0.444236,0.0902144,-0.398533,332.76,243.947,2.14603
2.70441,-0.444758,0.0965483,-0.399278,332.732,243.992,2.13643
2.71931,-0.445235,0.103237,-0.400139,332.707,244.034,2.1275
2.73367,-0.445584,0.108995,-0.400907,332.681,244.079,2.11813
2.74739,-0.445859,0.114377,-0.401675,332.655,244.125,2.10881
2.76321,-0.446151,0.120581,-0.402763,332.632,244.166,2.10045
2.77636,-0.446274,0.125089,-0.403593,332.606,244.214,2.09102
2.7925,-0.446346,0.13045,-0.404622,332.583,244.257,2.08257
2.80637,-0.44634,0.134646,-0.405483,332.558,244.305,2.0734
2.81931,-0.446242,0.138416,-0.406408,332.532,244.354,2.06411
2.83314,-0.446064,0.142403,-0.40745,332.508,244.401,2.05542
2.84724,-0.445821,0.14621,-0.408499,332.485,244.448,2.04681
2.85996,-0.445536,0.14945,-0.409475,332.461,244.498,2.03791
2.87437,-0.445174,0.153057,-0.410505,332.439,244.544,2.02978
2.8897,-0.444834,0.156354,-0.411405,332.417,244.593,2.02107
2.90247,-0.444451,0.15903,-0.41217,332.393,244.644,2.01223
2.91568,-0.444064,0.161587,-0.412898,332.37,244.697,2.00317
2.92985,-0.44359,0.164253,-0.41358,332.348,244.748,1.99453
2.94363,-0.443109,0.166758,-0.414297,332.327,244.798,1.98613
2.95799,-0.442401,0.169241,-0.415048,332.307,244.847,1.97808
2.97017,-0.441827,0.1711,-0.415673,332.284,244.903,1.96916
2.98446,-0.44106,0.173306,-0.416413,332.264,244.953,1.96113
2.99758,-0.440239,0.175174,-0.417129,332.244,245.005,1.953
3.00919,-0.439369,0.176683,-0.417818,332.224,245.058,1.94477
3.02046,-0.438532,0.178008,-0.418425,332.202,245.116,1.93595
3.0342,-0.437466,0.17973,-0.419313,332.184,245.167,1.92835
3.04673,-0.43655,0.18111,-0.420046,332.164,245.223,1.91985
3.0589,-0.435623,0.182371,-0.420806,332.145,245.28,1.91154
3.07282,-0.43449,0.18385,-0.421674,332.128,245.332,1.90396
3.08578,-0.433582,0.185075,-0.422365,332.108,245.392,1.89526
3.09961,-0.432346,0.186376,-0.423219,332.092,245.445,1.88772
3.111,-0.43142,0.187227,-0.423814,332.071,245.511,1.87837
3.12624,-0.429827,0.188584,-0.424792,332.057,245.561,1.87164
3.13925,-0.428565,0.189567,-0.425533,332.04,245.62,1.8636
3.15417,-0.42708,0.190756,-0.426391,332.025,245.675,1.85635
3.16807,-0.425577,0.191715,-0.427133,332.011,245.73,1.84914
3.17886,-0.424189,0.19218,-0.427789,331.994,245.789,1.84139
3.19152,-0.422733,0.192908,-0.428329,331.979,245.848,1.83373
3.20341,-0.42111,0.193448,-0.428909,331.965,245.906,1.82652
3.21466,-0.419563,0.193893,-0.42934,331.95,245.966,1.81895
3.22484,-0.418007,0.189768,-0.429749,331.934,246.029,1.81118
3.23408,-0.416292,0.185572,-0.430067,331.92,246.091,1.80366
3.24264,-0.414292,0.180902,-0.430298,331.906,246.149,1.79689
3.25167,-0.412184,0.176618,-0.430415,331.893,246.207,1.79023
3.26089,-0.410139,0.172909,-0.430524,331.88,246.267,1.78331
3.26802,-0.408019,0.169146,-0.430526,331.867,246.328,1.77641
3.27684,-0.405971,0.166188,-0.430528,331.853,246.393,1.76908
3.28529,-0.403623,0.167702,-0.430427,331.841,246.455,1.76235
3.29448,-0.400925,0.169299,-0.43032,331.829,246.515,1.75613
3.30521,-0.398098,0.171038,-0.430083,331.818,246.574,1.75007
3.3148,-0.395056,0.172504,-0.429844,331.808,246.633,1.74424
3.32537,-0.392356,0.178234,-0.429641,331.796,246.699,1.7376
3.33568,-0.389066,0.184356,-0.429406,331.786,246.759,1.73198
3.34553,-0.385979,0.189605,-0.429193,331.775,246.823,1.72592
3.35379,-0.382634,0.189791,-0.428969,331.765,246.885,1.72026
3.36226,-0.37893,0.189982,-0.428861,331.756,246.944,1.71519
3.37055,-0.37537,0.190152,-0.428759,331.746,247.006,1.70986
3.37781,-0.37194,0.190161,-0.428662,331.736,247.07,1.70434
3.38577,-0.368208,0.190263,-0.428559,331.727,247.132,1.69933
3.39323,-0.364479,0.190286,-0.428564,331.719,247.194,1.69434
3.40021,-0.360855,0.190243,-0.428568,331.71,247.258,1.6892
3.40734,-0.357047,0.190216,-0.428573,331.702,247.321,1.68441
3.41181,-0.353357,0.185223,-0.428578,331.693,247.385,1.67941
3.41792,-0.349476,0.180545,-0.428583,331.685,247.448,1.67476
3.42406,-0.346214,0.176798,-0.428587,331.677,247.519,1.66915
3.42786,-0.341485,0.165251,-0.428726,331.67,247.574,1.66591
3.43255,-0.337942,0.157101,-0.428831,331.663,247.639,1.66114
3.43592,-0.334361,0.149005,-0.428939,331.657,247.704,1.65653
3.43955,-0.331002,0.14168,-0.429041,331.65,247.771,1.65169
3.44278,-0.327194,0.133791,-0.429046,331.644,247.833,1.64764
3.44346,-0.324095,0.123001,-0.429049,331.637,247.902,1.64254
3.44413,-0.320014,0.0994368,-0.428798,331.632,247.962,1.63895
3.44153,-0.315954,0.0780236,-0.42856,331.626,248.024,1.63528
3.44428,-0.312132,0.069127,-0.42833,331.622,248.087,1.63144
3.45,-0.308682,0.0618974,-0.428334,331.618,248.153,1.62714
3.44915,-0.305208,0.053669,-0.428443,331.613,248.218,1.62307
3.44669,-0.301942,0.0462955,-0.428541,331.608,248.287,1.61861
3.4462,-0.297517,0.031431,-0.428417,331.604,248.344,1.61594
3.44924,-0.294235,0.0303207,-0.428219,331.601,248.413,1.61165
3.45017,-0.290185,0.0339178,-0.428225,331.597,248.472,1.60865
3.45107,-0.286706,0.036916,-0.428337,331.593,248.537,1.60504
3.45171,-0.283701,0.0351446,-0.428247,331.59,248.606,1.60084
3.44849,-0.279845,0.0325586,-0.427894,331.586,248.668,1.59776
3.44714,-0.27631,0.0304922,-0.427557,331.583,248.731,1.59445
3.4497,-0.273291,0.0293303,-0.427356,331.581,248.8,1.5905
3.44986,-0.270259,0.027831,-0.427155,331.579,248.868,1.58665
3.44607,-0.266825,0.0257221,-0.426741,331.576,248.935,1.58325
3.4431,-0.263458,0.023895,-0.426248,331.574,249.002,1.57976
3.4447,-0.258722,0.0224874,-0.425571,331.573,249.058,1.57801
3.4464,-0.254524,0.0266212,-0.42497,331.571,249.117,1.57573
3.44386,-0.251074,0.029141,-0.424491,331.569,249.186,1.5725
3.44289,-0.246604,0.0324989,-0.423766,331.568,249.245,1.57056
3.44153,-0.243377,0.0308071,-0.423264,331.567,249.318,1.567
3.4409,-0.238489,0.0287233,-0.422639,331.566,249.376,1.56553
3.44131,-0.234519,0.0317837,-0.422132,331.565,249.441,1.56311
3.4411,-0.229805,0.0350592,-0.42142,331.565,249.5,1.5616
3.44142,-0.226846,0.0370026,-0.42099,331.565,249.58,1.55784
3.43623,-0.219654,0.0329613,-0.420107,331.563,249.624,1.55878
3.43421,-0.216014,0.0310716,-0.419656,331.562,249.694,1.55626
3.43409,-0.211103,0.0290982,-0.419042,331.562,249.751,1.5553
3.43489,-0.207535,0.0318213,-0.418511,331.563,249.821,1.55289
3.43384,-0.202377,0.0352467,-0.41774,331.563,249.877,1.55232
3.43397,-0.199115,0.0374082,-0.41725,331.563,249.95,1.54974
3.4302,-0.193443,0.0404107,-0.416398,331.562,250.002,1.54982
3.43033,-0.189284,0.042873,-0.415663,331.563,250.065,1.54852
3.42948,-0.18541,0.0491853,-0.414894,331.563,250.132,1.54695
3.42836,-0.180852,0.0562631,-0.413981,331.563,250.192,1.54622
3.42589,-0.176653,0.0668709,-0.413018,331.563,250.255,1.5452
3.41713,-0.172893,0.0747777,-0.412171,331.56,250.323,1.54376
3.40901,-0.16798,0.079616,-0.411211,331.558,250.38,1.54356
3.41473,-0.164731,0.0806335,-0.410745,331.561,250.455,1.54168
3.42231,-0.159358,0.0822128,-0.410067,331.565,250.507,1.54211
3.41965,-0.155775,0.0819355,-0.409477,331.565,250.573,1.54105
3.42098,-0.151651,0.0875613,-0.408418,331.566,250.632,1.54063
3.42264,-0.147917,0.0876656,-0.407497,331.568,250.697,1.53985
3.41867,-0.144104,0.0869163,-0.406976,331.568,250.76,1.53927
3.42303,-0.141276,0.0874252,-0.406648,331.571,250.832,1.53779
3.4316,-0.137012,0.0886612,-0.406015,331.575,250.888,1.53788
3.44218,-0.133781,0.0944477,-0.405447,331.58,250.955,1.53701
3.44164,-0.129846,0.099089,-0.404757,331.581,251.015,1.53691
3.43433,-0.126508,0.101622,-0.404282,331.58,251.082,1.53628
3.42923,-0.122418,0.104911,-0.403852,331.579,251.143,1.53635
3.42641,-0.118596,0.108099,-0.403659,331.58,251.206,1.53626
3.42016,-0.115085,0.110449,-0.403473,331.579,251.271,1.53601
3.41631,-0.11143,0.113236,-0.402956,331.579,251.334,1.53598
3.41456,-0.108352,0.111556,-0.402455,331.58,251.405,1.53541
3.40909,-0.104278,0.103771,-0.401887,331.58,251.464,1.53587
3.40502,-0.100624,0.0966893,-0.401811,331.581,251.523,1.53616
3.40499,-0.0977527,0.0914863,-0.40195,331.583,251.589,1.53588
3.4045,-0.0948615,0.0815895,-0.402094,331.585,251.653,1.53571
3.39909,-0.0920198,0.066565,-0.402026,331.586,251.717,1.53558
3.39641,-0.089583,0.054236,-0.401762,331.587,251.785,1.53513
3.3965,-0.0873705,0.0436013,-0.401519,331.59,251.857,1.53452
3.3935,-0.0836887,0.0262801,-0.401246,331.592,251.909,1.53533
3.38895,-0.081431,0.0111834,-0.401186,331.594,251.976,1.53498
3.38514,-0.0791564,-0.00958806,-0.400906,331.596,252.043,1.53471
3.38511,-0.0766271,-0.0304924,-0.400268,331.6,252.106,1.53471
3.38598,-0.0740772,-0.0505184,-0.399498,331.603,252.167,1.53481
3.38404,-0.0721755,-0.0655403,-0.398911,331.607,252.239,1.53435
3.3869,-0.0693929,-0.0860722,-0.398152,331.611,252.296,1.53477
3.39025,-0.0672768,-0.10075,-0.397562,331.616,252.362,1.53467
3.39188,-0.0652356,-0.115079,-0.396968,331.621,252.428,1.53457
3.39239,-0.0634594,-0.127613,-0.396243,331.625,252.497,1.53428
3.3946,-0.0611783,-0.143156,-0.395132,331.63,252.556,1.53452
3.39629,-0.0593861,-0.154722,-0.394362,331.635,252.624,1.53436
3.4011,-0.0574728,-0.166601,-0.39361,331.64,252.687,1.53439
3.40255,-0.0561876,-0.169989,-0.393236,331.645,252.763,1.53386
3.40646,-0.0540791,-0.175829,-0.392723,331.65,252.82,1.53418
3.40792,-0.0526982,-0.179292,-0.392481,331.655,252.891,1.53386
3.41253,-0.0507064,-0.191555,-0.392004,331.66,252.95,1.53413
3.41377,-0.0494833,-0.194007,-0.391698,331.665,253.025,1.53374
3.41798,-0.0475194,-0.19806,-0.391465,331.67,253.082,1.53409
3.42048,-0.0461427,-0.200766,-0.391515,331.675,253.149,1.53398
3.42516,-0.0447843,-0.202967,-0.391669,331.681,253.216,1.53388
3.42834,-0.0434339,-0.205371,-0.39172,331.686,253.283,1.53382
3.43246,-0.0420376,-0.207552,-0.391665,331.691,253.349,1.53382
3.43732,-0.0406496,-0.204777,-0.391498,331.697,253.418,1.53381
3.44297,-0.0392876,-0.202044,-0.39145,331.702,253.488,1.53379
3.45352,-0.0376154,-0.198514,-0.391509,331.709,253.55,1.53409
3.4633,-0.0362532,-0.19543,-0.391456,331.716,253.617,1.53417
3.47071,-0.0351073,-0.192928,-0.39122,331.723,253.691,1.53408
3.47706,-0.0338358,-0.190659,-0.39074,331.729,253.76,1.53415
3.48707,-0.0324867,-0.187925,-0.390181,331.736,253.823,1.53435
3.49889,-0.0313238,-0.185104,-0.389776,331.743,253.89,1.53443
3.51009,-0.0302417,-0.187312,-0.389493,331.751,253.958,1.53448
3.51854,-0.0292377,-0.189627,-0.389223,331.758,254.028,1.53448
3.52105,-0.0281844,-0.199324,-0.388941,331.763,254.096,1.53455
3.53223,-0.0270727,-0.200962,-0.38853,331.77,254.163,1.53469
3.54389,-0.0262561,-0.201311,-0.388233,331.779,254.242,1.53457
3.56278,-0.02494,-0.202709,-0.387717,331.789,254.302,1.53493
3.56988,-0.0240694,-0.210412,-0.38735,331.795,254.373,1.53496
3.57761,-0.0233941,-0.217115,-0.387005,331.803,254.447,1.53487
3.5952,-0.0226281,-0.229077,-0.386464,331.813,254.514,1.5349
3.60877,-0.0220093,-0.235012,-0.38596,331.822,254.584,1.53483
3.61746,-0.0215085,-0.239947,-0.385544,331.83,254.661,1.53467
3.6335,-0.0208089,-0.251515,-0.384975,331.84,254.727,1.5347
3.64587,-0.0201662,-0.265502,-0.384491,331.849,254.799,1.53468
3.65769,-0.0195651,-0.278256,-0.384025,331.858,254.872,1.53464
3.6694,-0.0189461,-0.291263,-0.383531,331.867,254.944,1.53464
3.68536,-0.018277,-0.30288,-0.382929,331.878,255.016,1.53467
3.69768,-0.0176834,-0.312522,-0.382409,331.887,255.093,1.53465
3.71302,-0.016939,-0.32915,-0.38177,331.898,255.163,1.53477
3.72345,-0.0162925,-0.344489,-0.381273,331.907,255.235,1.53484
3.7314,-0.015639,-0.364409,-0.380808,331.916,255.31,1.53491
3.74277,-0.0148643,-0.383963,-0.380208,331.926,255.382,1.53508
3.75613,-0.0140849,-0.394296,-0.379663,331.937,255.459,1.53525
3.76635,-0.0133447,-0.404305,-0.37923,331.946,255.537,1.53541
3.77583,-0.0125201,-0.422438,-0.378952,331.956,255.609,1.53566
3.79083,-0.0117081,-0.439895,-0.378772,331.967,255.68,1.53592
3.8011,-0.0110322,-0.454181,-0.378516,331.977,255.756,1.5361
3.81384,-0.0103429,-0.46819,-0.378141,331.988,255.83,1.53631
3.82431,-0.00977505,-0.481843,-0.377871,331.998,255.905,1.53645
3.83182,-0.00937382,-0.497878,-0.377726,332.007,255.985,1.5365
3.84458,-0.00904836,-0.516347,-0.377547,332.018,256.057,1.53652
3.85527,-0.0088364,-0.529028,-0.377232,332.029,256.14,1.53645
3.87062,-0.00857839,-0.54438,-0.376725,332.041,256.214,1.53644
3.87765,-0.00813584,-0.565759,-0.376201,332.051,256.287,1.53655
3.87818,-0.00775973,-0.578153,-0.375875,332.059,256.368,1.53661
3.88974,-0.00748424,-0.588271,-0.375736,332.07,256.451,1.53662
3.92491,-0.00706021,-0.59404,-0.375403,332.088,256.519,1.53675
3.93602,-0.00645157,-0.600571,-0.374915,332.099,256.596,1.53698
3.93851,-0.0058565,-0.606567,-0.3745,332.107,256.678,1.53721
3.95069,-0.00512056,-0.616953,-0.374236,332.119,256.756,1.53755
3.96592,-0.00463952,-0.625568,-0.374087,332.131,256.835,1.53774
3.97531,-0.00415254,-0.639996,-0.374055,332.142,256.914,1.53795
3.98359,-0.00373328,-0.656119,-0.373756,332.152,256.987,1.53813
3.98652,-0.00324674,-0.674249,-0.373496,332.161,257.066,1.53836
3.99181,-0.00285341,-0.696613,-0.373244,332.171,257.146,1.53854
3.99816,-0.00244777,-0.719174,-0.373085,332.182,257.224,1.53873
4.00629,-0.00220133,-0.733178,-0.372931,332.193,257.303,1.53884
4.00806,-0.00195664,-0.751305,-0.372793,332.203,257.387,1.53894
4.01404,-0.00174183,-0.772284,-0.372625,332.213,257.463,1.53904
4.0144,-0.00158547,-0.795624,-0.372365,332.222,257.543,1.5391
4.01792,-0.00147925,-0.810458,-0.372037,332.233,257.627,1.53913
4.0276,-0.00135295,-0.827607,-0.371515,332.244,257.703,1.53918
4.03341,-0.00127674,-0.842256,-0.371045,332.255,257.783,1.5392
4.03391,-0.00123962,-0.855677,-0.370608,332.265,257.866,1.5392
4.03654,-0.00116843,-0.868925,-0.370151,332.275,257.947,1.53922
4.04225,-0.00105742,-0.88236,-0.369653,332.286,258.025,1.53926
4.04497,-0.0009029,-0.893035,-0.369132,332.296,258.109,1.53934
4.0513,-0.000758654,-0.898632,-0.368614,332.306,258.185,1.53941
4.05366,-0.000668178,-0.909635,-0.368154,332.316,258.266,1.53945
4.04962,-0.000624318,-0.918203,-0.36787,332.325,258.357,1.53946
4.06356,-0.000511361,-0.930735,-0.367405,332.338,258.428,1.53952
4.05834,-0.000495796,-0.9348,-0.367054,332.346,258.509,1.53952
4.05677,-0.000481496,-0.93769,-0.366821,332.354,258.593,1.53952
4.06057,-0.000255302,-0.945071,-0.366504,332.365,258.679,1.53965
4.0847,0.000209871,-0.953184,-0.366197,332.382,258.752,1.53993
4.08422,0.000402063,-0.961438,-0.365952,332.391,258.834,1.54005
4.08347,0.00035381,-0.963504,-0.365691,332.4,258.913,1.54003
4.08007,0.000344886,-0.964426,-0.365321,332.409,259.004,1.54003
4.08725,0.000413617,-0.966048,-0.364766,332.42,259.078,1.54008
4.08918,0.000435755,-0.967511,-0.364392,332.429,259.157,1.5401
4.08912,0.000455835,-0.968813,-0.364146,332.438,259.239,1.54012
4.08779,0.000656022,-0.969706,-0.36383,332.447,259.325,1.54026
4.09218,0.000975683,-0.970967,-0.363313,332.457,259.401,1.54047
4.09461,0.00131608,-0.971737,-0.362962,332.467,259.482,1.5407
4.09248,0.0015505,-0.97192,-0.362771,332.477,259.574,1.54087
4.11145,0.00192778,-0.971735,-0.362587,332.491,259.645,1.54113
4.11526,0.00217555,-0.972358,-0.362445,332.501,259.726,1.54132
4.11656,0.00246201,-0.972916,-0.362214,332.511,259.81,1.54155
4.11663,0.00274271,-0.979689,-0.361882,332.52,259.894,1.54177
4.12462,0.00306093,-0.986684,-0.361376,332.532,259.972,1.54202
4.12282,0.00328773,-0.997232,-0.361051,332.541,260.057,1.54222
4.12819,0.00347099,-1.00846,-0.360785,332.552,260.135,1.5424
4.12303,0.00358579,-1.02198,-0.360477,332.561,260.222,1.54254
4.12488,0.00371422,-1.03626,-0.360015,332.572,260.304,1.54269
4.12548,0.00392196,-1.05121,-0.359516,332.581,260.382,1.54289
4.12524,0.00410514,-1.06375,-0.359062,332.591,260.463,1.54308
4.11837,0.00429056,-1.07459,-0.358851,332.6,260.551,1.54329
4.11721,0.00445878,-1.08569,-0.358719,332.61,260.634,1.54348
4.12165,0.00469297,-1.09817,-0.358437,332.621,260.709,1.5437
4.12405,0.00484991,-1.11369,-0.358303,332.632,260.792,1.54389
4.12466,0.00504094,-1.12923,-0.358291,332.643,260.873,1.54411
4.11993,0.0052218,-1.14427,-0.358384,332.652,260.955,1.54432
4.11408,0.00539551,-1.1585,-0.358476,332.661,261.037,1.54453
4.1104,0.00552089,-1.17035,-0.358465,332.67,261.123,1.54472
4.11448,0.00559498,-1.18411,-0.358451,332.682,261.2,1.54487
4.11179,0.00559072,-1.20011,-0.358319,332.692,261.283,1.54498
4.11163,0.00555164,-1.21105,-0.358072,332.703,261.364,1.54507
4.10805,0.00552031,-1.21916,-0.35787,332.713,261.453,1.54517
4.11049,0.00548191,-1.22929,-0.357503,332.725,261.533,1.54526
4.1147,0.00551806,-1.23197,-0.357125,332.736,261.611,1.54538
4.11586,0.00561945,-1.23435,-0.356774,332.747,261.692,1.54555
4.12152,0.00574525,-1.23089,-0.35634,332.759,261.775,1.54575
4.1286,0.00594744,-1.22767,-0.355872,332.771,261.855,1.54598
4.12221,0.00611686,-1.22557,-0.355535,332.781,261.949,1.54623
4.12911,0.00637848,-1.21751,-0.354996,332.792,262.024,1.5465
4.13794,0.00653525,-1.20984,-0.354496,332.804,262.101,1.54672
4.13709,0.00663856,-1.20895,-0.354042,332.814,262.183,1.54691
4.13691,0.00660367,-1.20771,-0.353619,332.824,262.267,1.54702
4.14008,0.00653084,-1.21142,-0.35304,332.835,262.348,1.54711
4.1432,0.00646425,-1.20972,-0.352391,332.846,262.431,1.5472
4.13885,0.00643657,-1.20874,-0.351724,332.856,262.519,1.54732
4.14547,0.00640282,-1.20716,-0.351,332.867,262.597,1.54742
4.14261,0.00647049,-1.20635,-0.35039,332.877,262.683,1.54759
4.14745,0.00665161,-1.19996,-0.349703,332.888,262.763,1.54783
4.15006,0.00688572,-1.19426,-0.349051,332.898,262.845,1.54811
4.15582,0.00722504,-1.18843,-0.348487,332.909,262.926,1.54845
4.15508,0.00767214,-1.18389,-0.348053,332.919,263.008,1.54888
4.15748,0.00821472,-1.17913,-0.347613,332.929,263.09,1.54937
4.1598,0.00878238,-1.17467,-0.347275,332.939,263.171,1.54988
4.15782,0.00934239,-1.17569,-0.347054,332.948,263.254,1.5504
4.15741,0.00993557,-1.17658,-0.346827,332.958,263.335,1.55096
4.16104,0.0105593,-1.18124,-0.34671,332.969,263.418,1.55154
4.16227,0.0111354,-1.1861,-0.346712,332.98,263.501,1.55211
4.15887,0.0116154,-1.19051,-0.346808,332.989,263.588,1.55265
4.16602,0.0121176,-1.19612,-0.346938,333,263.663,1.55317
4.16778,0.0124991,-1.20572,-0.347039,333.011,263.748,1.55365
4.175,0.0128071,-1.20908,-0.347154,333.023,263.828,1.55409
4.15928,0.012946,-1.21439,-0.347155,333.031,263.94,1.55452
4.19969,0.0133914,-1.22118,-0.346892,333.051,263.996,1.55497
4.19845,0.0136622,-1.23125,-0.346654,333.06,264.077,1.55539
4.19427,0.0139054,-1.24015,-0.346331,333.069,264.161,1.55582
4.19726,0.0141801,-1.24782,-0.345896,333.08,264.244,1.55627
4.19788,0.0144556,-1.25588,-0.345447,333.09,264.326,1.55672
4.18205,0.0146113,-1.26142,-0.345083,333.097,264.427,1.55716
4.19363,0.0149751,-1.272,-0.344311,333.109,264.496,1.55763
4.19563,0.0152815,-1.28458,-0.343829,333.119,264.575,1.5581
4.19117,0.0154433,-1.29517,-0.343511,333.128,264.659,1.55851
4.18872,0.0155378,-1.3053,-0.343186,333.138,264.743,1.55888
4.18561,0.0156655,-1.3153,-0.342746,333.147,264.825,1.55926
4.18269,0.0157879,-1.32455,-0.342313,333.156,264.908,1.55965
4.17595,0.0158639,-1.33237,-0.341928,333.164,264.996,1.56003
4.17911,0.0159572,-1.34153,-0.34144,333.175,265.074,1.56039
4.17453,0.0160363,-1.34946,-0.341012,333.184,265.157,1.56075
4.16726,0.0160778,-1.35683,-0.340605,333.192,265.242,1.56111
4.16793,0.0161577,-1.36388,-0.340153,333.202,265.323,1.56147
4.16445,0.0161939,-1.36506,-0.339767,333.211,265.41,1.56183
4.16049,0.0161993,-1.36716,-0.33933,333.22,265.492,1.56216
4.15299,0.0162386,-1.36965,-0.338789,333.227,265.574,1.5625
4.1522,0.0163555,-1.37166,-0.338312,333.236,265.651,1.56288
4.14814,0.0164179,-1.37703,-0.337919,333.245,265.737,1.56326
4.14504,0.016483,-1.38279,-0.337497,333.254,265.82,1.56363
4.14281,0.0165842,-1.38863,-0.337056,333.264,265.901,1.56401
4.14299,0.0167101,-1.39314,-0.336639,333.274,265.983,1.56442
4.14381,0.0168679,-1.39749,-0.336215,333.284,266.065,1.56486
4.14032,0.0170557,-1.40233,-0.335896,333.293,266.147,1.56531
4.13192,0.0172295,-1.40717,-0.335693,333.3,266.231,1.56576
4.1284,0.0173418,-1.41671,-0.335473,333.309,266.312,1.56617
4.12774,0.0174134,-1.42006,-0.335153,333.319,266.393,1.56656
4.12354,0.0174145,-1.42758,-0.334758,333.328,266.478,1.56692
4.11705,0.0173194,-1.4352,-0.334361,333.337,266.562,1.56722
4.11181,0.0171717,-1.44457,-0.333768,333.345,266.64,1.56745
4.10012,0.0170581,-1.4514,-0.333299,333.352,266.726,1.56775
4.09979,0.0169616,-1.45847,-0.332732,333.362,266.805,1.56802
4.09173,0.0170051,-1.46391,-0.33227,333.37,266.891,1.5684
4.08913,0.017212,-1.47113,-0.331679,333.379,266.967,1.56885
4.08782,0.0174686,-1.47181,-0.33124,333.388,267.046,1.56934
4.08306,0.0177608,-1.47237,-0.33084,333.397,267.129,1.56988
4.08087,0.0180539,-1.47272,-0.330531,333.406,267.21,1.57042
4.07564,0.0183229,-1.47908,-0.330311,333.414,267.287,1.57093
4.06648,0.0184948,-1.48466,-0.330214,333.422,267.369,1.57141
4.05517,0.0186827,-1.48962,-0.330235,333.428,267.453,1.57191
4.05307,0.0188211,-1.49438,-0.33026,333.438,267.531,1.57236
4.04765,0.0188811,-1.50376,-0.330284,333.446,267.611,1.57277
4.03985,0.018939,-1.51294,-0.330307,333.454,267.691,1.57318
